date,USDVND_close,XBRUSD_close,XAUUSD_close,VN_close,10y_yield
2016-08-25,22316.5,49.900001525878906,1321.699951171875,658.5,6.93
2016-08-26,22320.0,49.880001068115234,1321.3299560546875,667.75,6.93
2016-08-29,22304.5,49.40999984741211,1323.4100341796875,669.4400024414062,6.93
2016-08-30,22304.0,48.72999954223633,1311.1500244140625,672.6699829101562,6.93
2016-08-31,22305.0,47.029998779296875,1308.949951171875,674.6300048828125,6.93
2016-09-01,22292.5,45.790000915527344,1313.7900390625,669.1900024414062,6.93
2016-09-05,22301.5,47.599998474121094,1327.0799560546875,664.5499877929688,6.91
2016-09-06,22298.0,47.439998626708984,1349.8800048828125,663.9000244140625,6.91
2016-09-07,22300.5,48.650001525878906,1345.239990234375,661.280029296875,6.91
2016-09-08,22294.5,49.849998474121094,1338.3499755859375,666.0700073242188,6.91
2016-09-09,22300.5,48.040000915527344,1328.1500244140625,666.8800048828125,6.89
2016-09-12,22280.0,48.380001068115234,1327.6300048828125,659.760009765625,6.9
2016-09-13,22292.5,47.34000015258789,1319.050048828125,659.719970703125,6.9
2016-09-14,22301.0,46.279998779296875,1322.969970703125,656.6400146484375,6.9
2016-09-15,22315.5,46.61000061035156,1314.25,656.1799926757812,6.85
2016-09-16,22319.0,46.29999923706055,1310.4300537109375,651.3099975585938,6.8
2016-09-19,22305.5,46.209999084472656,1313.3900146484375,657.8900146484375,6.79
2016-09-20,22314.0,46.459999084472656,1315.0999755859375,663.3699951171875,6.79
2016-09-21,22326.0,47.470001220703125,1336.8499755859375,668.47998046875,6.79
2016-09-22,22320.5,47.970001220703125,1337.300048828125,671.3800048828125,6.68
2016-09-23,22301.5,46.54999923706055,1337.6099853515625,674.0900268554688,6.53
2016-09-26,22324.5,47.529998779296875,1337.969970703125,677.0399780273438,6.52
2016-09-27,22321.0,46.790000915527344,1327.3599853515625,684.8900146484375,6.42
2016-09-28,22303.5,49.290000915527344,1321.4100341796875,686.719970703125,6.33
2016-09-29,22294.0,49.70000076293945,1320.27001953125,688.5499877929688,6.33
2016-09-30,22295.5,50.06999969482422,1315.9599609375,685.72998046875,6.34
2016-10-03,22304.5,50.880001068115234,1311.9599609375,683.0499877929688,6.37
2016-10-04,22299.5,51.380001068115234,1268.300048828125,684.2000122070312,6.33
2016-10-05,22305.0,51.900001525878906,1266.699951171875,687.0399780273438,6.28
2016-10-06,22297.0,52.810001373291016,1254.739990234375,687.3200073242188,6.13
2016-10-07,22296.0,51.880001068115234,1256.969970703125,683.9500122070312,6.13
2016-10-10,22300.0,53.18000030517578,1259.739990234375,674.1900024414062,6.1
2016-10-11,22299.5,52.79999923706055,1253.25,682.3599853515625,6.09
2016-10-12,22295.5,52.060001373291016,1255.3299560546875,682.4500122070312,6.12
2016-10-13,22299.0,52.29999923706055,1258.1199951171875,685.22998046875,6.12
2016-10-14,22301.5,52.40999984741211,1250.550048828125,687.0,6.13
2016-10-17,22309.0,52.099998474121094,1255.699951171875,680.9500122070312,6.16
2016-10-18,22306.0,52.599998474121094,1262.8399658203125,682.02001953125,6.18
2016-10-19,22302.0,53.18000030517578,1269.4000244140625,688.8900146484375,6.14
2016-10-20,22305.5,52.060001373291016,1266.0,686.3900146484375,6.14
2016-10-21,22314.0,52.63999938964844,1266.75,684.8300170898438,6.11
2016-10-24,22312.0,52.279998779296875,1264.43994140625,678.02001953125,6.1
