date,USDVND_close,VNDCNY_close,WTIUSD_close,XAUUSD_close,VN_close,10y_yield,CPI_mom
2014-10,21268.0,3477.017454996064,81.49599990844726,1223.9460205078126,592.1530090332031,6.332,0.10999999999999943
2014-11,21327.842105263157,3481.927459492517,75.67210548802426,1176.0957994962994,594.1478946083471,6.64,-0.269999999999996
2014-12,21374.659090909092,3452.972081433455,59.282727154818446,1199.4636341441762,548.8463634144176,7.120454545454546,-0.23999999999999488
2015-01,21358.86842105263,3434.351293256652,46.96157897146124,1257.1784153988488,571.3236790707236,7.048947368421053,-0.20000000000000284
2015-02,21309.89285714286,3408.8185969456204,50.58642823355539,1234.0028599330358,579.3735656738281,6.611428571428571,-0.04999999999999716
2015-03,21443.409090909092,3437.009381224221,47.8381817557595,1179.5522793856535,577.798173384233,6.4340909090909095,0.15000000000000568
2015-04,21594.833333333332,3481.968828357484,53.984444512261284,1199.693895128038,557.090552435981,6.538888888888889,0.14000000000000057
2015-05,21751.71052631579,3506.0926821258395,59.44105228624846,1199.7310534025494,551.6321025647616,6.546842105263158,0.1599999999999966
2015-06,21813.613636363636,3515.027782611539,59.77181816101074,1182.3913518732245,581.5859042080966,6.715,0.3499999999999943
2015-07,21818.954545454544,3514.2241714413276,50.9122727134011,1128.9900068803267,625.1790910200639,6.790909090909091,0.12999999999999545
2015-08,22171.428571428572,3497.6786867157825,42.86095264979771,1119.5404866536458,580.2680954706101,6.913809523809523,-0.06999999999999318
2015-09,22512.125,3534.414405410008,45.31349983215332,1125.1760192871093,565.8484985351563,7.0685,-0.20999999999999375
2015-10,22379.136363636364,3524.3847844833417,46.38045432350852,1157.8749944513495,589.4468189586293,7.072727272727272,0.10999999999999943
2015-11,22431.0,3521.1662462633685,42.96100006103516,1085.6265014648438,602.9230072021485,7.1205,0.06999999999999318
2015-12,22505.0,3487.425581427271,37.31318213722923,1068.6268033114347,569.7586337002841,7.119545454545454,0.01999999999999602
2016-01,22407.0,3408.7533739291953,31.758947071276214,1098.8226318359375,549.4589426141036,7.116842105263157,0.0
2016-02,22337.233333333334,3413.153382381456,31.489333470662434,1197.4193196614583,552.1953369140625,7.0360000000000005,0.4200000000000017
2016-03,22304.727272727272,3429.4436075102103,38.03818217190829,1245.0622669566762,572.700908314098,6.955909090909091,0.5699999999999932
2016-04,22310.025,3444.27365167017,41.246499633789064,1242.7144958496094,578.068002319336,6.9415000000000004,0.3299999999999983
2016-05,22309.28947368421,3415.0667630905145,47.09789456819233,1255.738949424342,611.3379002621299,6.945263157894737,0.5400000000000063
2016-06,22364.159090909092,3392.82890410968,48.79409044439142,1276.2459106445312,625.4059143066406,6.929545454545454,0.45999999999999375
2016-07,22301.675,3338.9645368016018,44.79349994659424,1339.2605041503907,657.6150024414062,6.966500000000001,0.12999999999999545
2016-08,22303.565217391304,3354.517474265357,44.77695630944294,1338.490430748981,653.3943507982337,6.953043478260869,0.09999999999999432
2016-09,22305.0,3343.2905106419807,45.27949981689453,1326.6480041503905,668.453500366211,6.720999999999999,0.5400000000000063
2016-10,22308.880952380954,3314.2814200800826,49.92857161022368,1265.9099934895833,682.0300031389509,6.147142857142858,0.8299999999999983
2016-11,22448.761904761905,3281.351146767891,45.666666666666664,1236.4500034877233,673.0557105654761,6.1380952380952385,0.480000000000004
2016-12,22720.85714285714,3282.098548577105,52.06238047281901,1151.1985677083333,663.278570265997,6.201904761904762,0.23000000000000398
2017-01,22599.0,3277.259381481482,52.52562427520752,1193.2537689208984,683.593132019043,6.218125000000001,0.45999999999999375
2017-02,22724.61111111111,3306.898406848379,53.434444427490234,1236.383321126302,708.1233283148872,6.1433333333333335,0.23000000000000398
2017-03,22793.717391304348,3305.195229996314,49.716521553371265,1231.309575619905,715.9078236455503,6.074347826086957,0.20999999999999375
2017-04,22712.555555555555,3296.4536754284395,51.03388934665256,1271.318895128038,718.7605556911892,5.983888888888889,0.0
2017-05,22705.7,3297.673582173982,48.56750011444092,1243.4910095214843,730.2354949951172,5.968999999999999,-0.5300000000000011
2017-06,22711.81818181818,3335.7310796640436,45.14181795987216,1260.0409046519887,759.7322720614346,5.816363636363636,-0.1700000000000017
2017-07,22729.4,3356.9132640281787,46.77000007629395,1238.2244934082032,772.6284942626953,5.4475,0.10999999999999943
2017-08,22731.021739130436,3408.5092182904577,48.038695957349695,1284.3278171705163,776.5834775178329,5.481739130434782,0.9200000000000017
2017-09,22726.6,3458.252116824223,49.74450035095215,1314.3694885253906,801.9749969482422,5.4990000000000006,0.5900000000000034
2017-10,22720.977272727272,3428.7313793207245,51.46772766113281,1280.907265403054,820.4290882457386,5.460454545454545,0.4099999999999966
2017-11,22714.886363636364,3430.3512436934548,56.602272900668055,1282.090909090909,892.6931901411576,5.47,0.12999999999999545
2017-12,22712.4,3444.1808479144006,57.89300003051758,1266.5039916992187,950.3464996337891,5.302,0.20999999999999375
2018-01,22710.747581845237,3532.7954739913853,63.66190447126116,1330.8852364676338,1058.3761945452009,4.759047619047619,0.5100000000000051
2018-02,22719.233333333334,3597.3061921600915,62.31800053914388,1327.1659912109376,1070.399344889323,4.282,1.2399999999999949
2018-03,22776.809523809523,3602.4989277301593,62.814286004929315,1326.3895147414435,1142.5414283389136,4.131904761904762,-0.269999999999996
2018-04,22785.842105263157,3619.4321953343056,66.10947378058182,1336.673159950658,1146.1431627775494,4.315789473684211,0.0799999999999983
2018-05,22781.68181818182,3573.5488124899316,69.96409086747603,1303.2790860262785,1015.6977206143466,4.5609090909090915,0.5499999999999972
